session,round,agent,type,product,price,volume
13527972081,3,INT:ProduzentS1:B,V,B,0.6703445247425864,5.076387332586603
13527972081,3,INT:ProduzentE8:B,V,B,0.6703445247425867,5.633579550499746
13527972081,3,INT:ProduzentE7:B,V,B,0.6703445247425865,5.699519224516648
13527972081,3,INT:ProduzentE13:B,V,B,0.6703445247425865,5.7144274433594004
13527972081,3,INT:ProduzentE10:B,V,B,0.6703445247425867,5.7257090592955695
13527972081,3,INT:ProduzentE11:B,V,B,0.6703445247425862,5.739999962735516
13527972081,3,INT:ProduzentE9:B,V,B,0.6703445247425867,5.76024372518067
13527972081,3,INT:ProduzentE12:B,V,B,2.0110335742277594,5.859489564996366
13527972081,3,G25A:Diablo,K,C,1.0,2.999999999999999
13527972081,3,G25A:Diablo,K,C,1.0,3.1999999999999993
13527972081,3,G25A:Diablo,K,C,1.0,3.3999999999999995
13527972081,3,G25A:Diablo,K,C,1.0,3.5999999999999996
13527972081,3,G25A:Diablo,K,C,1.0,3.8
13527972081,3,G25A:Diablo,K,C,1.0,4.0
13527972081,3,INT:KonsumentE13:C,K,C,5.233896834681326,6.626731713627608
13527972081,3,INT:KonsumentE10:C,K,C,1.48965449942797,6.733241643157694
13527972081,3,INT:KonsumentE14:C,K,C,5.233896834681326,6.733970462244593
13527972081,3,G36A:Reaktion,K,C,46.72363730308887,6.742644877744855
13527972081,3,INT:KonsumentE12:C,K,C,5.46896349828391,6.781429268586187
13527972081,3,INT:KonsumentE11:C,K,C,5.233896834681326,6.793966336986967
13527972081,3,INT:ProduzentS2:C,V,C,1.3549417660183658,6.251430283564342
13527972081,3,INT:ProduzentE20:C,V,C,1.3549417660183658,6.736777590587262
13527972081,3,INT:ProduzentE16:C,V,C,4.02206714845552,6.764522664578371
13527972081,3,INT:ProduzentE17:C,V,C,1.3549417660183658,6.7806023416136725
13527972081,3,INT:ProduzentE19:C,V,C,2.6813780989703466,6.942381748991934
13527972081,3,INT:ProduzentE15:C,V,C,4.02206714845552,7.017981754786758
13527972081,3,INT:ProduzentE14:C,V,C,4.02206714845552,7.023219698653987
13527972081,3,INT:ProduzentE18:C,V,C,4.02206714845552,7.064881531561326
13527972081,4,INT:KonsumentE4:A,K,A,5.468963498283911,7.63563396954963
13527972081,4,INT:KonsumentE1:A,K,A,5.468963498283911,7.696657936353931
13527972081,4,INT:KonsumentE2:A,K,A,3.875412310781219,7.775371267871867
13527972081,4,INT:KonsumentE0:A,K,A,3.5768147517857356,7.828080824027091
13527972081,4,INT:KonsumentE3:A,K,A,1.117240874570978,8.00564591478198
13527972081,4,G14A:Agent1,K,A,2.0,12.0
13527972081,4,INT:ProduzentS0:A,V,A,0.9186625200359767,6.993576460087159
13527972081,4,INT:ProduzentE0:A,V,A,0.9186625200359768,7.597708809598668
13527972081,4,INT:ProduzentE2:A,V,A,0.9186625200359769,7.743785565357918
13527972081,4,INT:ProduzentE5:A,V,A,0.9186625200359768,7.775175551986499
13527972081,4,INT:ProduzentE3:A,V,A,1.340689049485173,7.781879714897772
13527972081,4,INT:ProduzentE1:A,V,A,1.1669805153293669,7.81988657148207
13527972081,4,INT:ProduzentE4:A,V,A,1.4152985106227571,7.852219616704052
13527972081,4,INT:ProduzentE6:A,V,A,1.3406890494851726,7.913461811860603
13527972081,4,G14A:Agent1,V,A,2.1299221206865724,12.0
13527972081,4,INT:KonsumentE5:B,K,B,3.6768292046958697,5.656293276676758
13527972081,4,INT:KonsumentE9:B,K,B,5.3203023344658025,5.673230102303029
13527972081,4,INT:KonsumentE8:B,K,B,2.595035862405229,5.718765648664499
13527972081,4,INT:KonsumentE6:B,K,B,3.6768292046958697,5.724064816242248
13527972081,4,INT:KonsumentE7:B,K,B,5.320302334465802,5.8561290088167
13527972081,4,G14A:Agent1,K,B,2.0,8.0
13527972081,4,INT:ProduzentS1:B,V,B,0.6703445247425864,5.076387332586603
13527972081,4,INT:ProduzentE7:B,V,B,0.6703445247425862,5.649597685073248
13527972081,4,INT:ProduzentE13:B,V,B,0.6703445247425867,5.712117969825381
13527972081,4,INT:ProduzentE10:B,V,B,0.6703445247425863,5.714946584074818
13527972081,4,INT:ProduzentE9:B,V,B,1.340689049485173,5.74161101450404
13527972081,4,INT:ProduzentE8:B,V,B,0.6703445247425864,5.747819081955817
13527972081,4,INT:ProduzentE11:B,V,B,0.6703445247425868,5.748997225680476
13527972081,4,INT:ProduzentE12:B,V,B,2.6813780989703457,5.9771079574119375
13527972081,4,G25A:Diablo,K,C,1.0,2.999999999999999
13527972081,4,G25A:Diablo,K,C,1.0,3.1999999999999993
13527972081,4,G25A:Diablo,K,C,1.0,3.3999999999999995
13527972081,4,G25A:Diablo,K,C,1.0,3.5999999999999996
13527972081,4,G25A:Diablo,K,C,1.0,3.8
13527972081,4,G25A:Diablo,K,C,1.0,4.0
13527972081,4,INT:KonsumentE11:C,K,C,2.7689112228266533,6.58020060144842
13527972081,4,INT:KonsumentE12:C,K,C,2.8263656624839104,6.691235172901747
13527972081,4,INT:KonsumentE13:C,K,C,6.723551334109296,6.7184308922872775
13527972081,4,INT:KonsumentE10:C,K,C,2.97930899885594,6.765784924085344
13527972081,4,INT:KonsumentE14:C,K,C,6.723551334109296,6.88841094614262
13527972081,4,INT:ProduzentS2:C,V,C,1.340689049485173,6.251430283564342
13527972081,4,INT:ProduzentE20:C,V,C,1.340689049485173,6.683586248435984
13527972081,4,INT:ProduzentE17:C,V,C,1.3406890494851726,6.7902137331405275
13527972081,4,INT:ProduzentE19:C,V,C,4.02206714845552,6.996505954924257
13527972081,4,INT:ProduzentE16:C,V,C,1.340689049485173,7.013985313519159
13527972081,4,INT:ProduzentE18:C,V,C,5.362756197940692,7.1689085955210565
13527972081,4,INT:ProduzentE14:C,V,C,5.362756197940692,7.179989942527288
13527972081,4,INT:ProduzentE15:C,V,C,5.362756197940692,7.195229945641282
13527972081,5,INT:KonsumentE0:A,K,A,1.3906752332694672,7.677268010757601
13527972081,5,INT:KonsumentE4:A,K,A,6.586204372854889,7.746845672465341
13527972081,5,INT:KonsumentE2:A,K,A,4.9926531853521965,7.769870957171291
13527972081,5,INT:KonsumentE3:A,K,A,1.202649838481546,7.792596016928039
13527972081,5,INT:KonsumentE1:A,K,A,6.586204372854889,7.905039482796116
13527972081,5,G14A:Agent1,K,A,2.0,12.0
13527972081,5,INT:ProduzentS0:A,V,A,0.6703445247425865,6.993576460087159
13527972081,5,INT:ProduzentE5:A,V,A,0.6703445247425865,7.711268231014107
13527972081,5,INT:ProduzentE0:A,V,A,0.6703445247425864,7.728173288110856
13527972081,5,INT:ProduzentE3:A,V,A,0.670344524742587,7.768197938074655
13527972081,5,INT:ProduzentE6:A,V,A,2.011033574227759,7.799793583101708
13527972081,5,INT:ProduzentE1:A,V,A,0.6703445247425861,7.839320418987415
13527972081,5,INT:ProduzentE2:A,V,A,0.6703445247425867,7.8921050228512035
13527972081,5,INT:ProduzentE4:A,V,A,2.0856430353653437,8.075692581547457
13527972081,5,G14A:Agent1,V,A,2.5118560433920916,12.0
13527972081,5,INT:KonsumentE7:B,K,B,2.539960429601358,5.607963371773021
13527972081,5,INT:KonsumentE5:B,K,B,4.794070079266847,5.675452465540777
13527972081,5,INT:KonsumentE6:B,K,B,4.794070079266847,5.678928743156033
13527972081,5,INT:KonsumentE9:B,K,B,6.43754320903678,5.707119006301872
13527972081,5,INT:KonsumentE8:B,K,B,3.7122767369762064,5.742525724687688
13527972081,5,G36A:Reaktion,K,B,53.79678167215417,5.8561290088167
13527972081,5,G14A:Agent1,K,B,2.0,8.0
13527972081,5,INT:ProduzentS1:B,V,B,0.6703445247425864,5.076387332586603
13527972081,5,INT:ProduzentE11:B,V,B,0.670344524742586,5.728262764669972
13527972081,5,INT:ProduzentE8:B,V,B,0.6703445247425865,5.775826631947006
13527972081,5,INT:ProduzentE10:B,V,B,0.6703445247425864,5.7994976494740715
13527972081,5,INT:ProduzentE13:B,V,B,0.6703445247425863,5.8082518350191235
13527972081,5,INT:ProduzentE7:B,V,B,0.6703445247425864,5.828119863659017
13527972081,5,INT:ProduzentE9:B,V,B,0.6703445247425864,5.845071919405729
13527972081,5,INT:ProduzentE12:B,V,B,3.351722623712932,6.033833911198988
13527972081,5,G25A:Diablo,K,C,1.0,2.999999999999999
13527972081,5,G25A:Diablo,K,C,1.0,3.1999999999999993
13527972081,5,G25A:Diablo,K,C,1.0,3.3999999999999995
13527972081,5,G25A:Diablo,K,C,1.0,3.5999999999999996
13527972081,5,G25A:Diablo,K,C,1.0,3.8
13527972081,5,G25A:Diablo,K,C,1.0,4.0
13527972081,5,INT:KonsumentE12:C,K,C,4.31602016191188,6.72035780959853
13527972081,5,INT:KonsumentE10:C,K,C,4.46896349828391,6.7493236133010575
13527972081,5,INT:KonsumentE11:C,K,C,4.258565722254623,6.7763129739011365
13527972081,5,INT:KonsumentE14:C,K,C,4.191138685081748,6.835254069031795
13527972081,5,INT:KonsumentE13:C,K,C,8.213205833537266,6.838807540704541
13527972081,5,G36A:Reaktion,K,C,45.73491567132729,6.88841094614262
13527972081,5,INT:ProduzentS2:C,V,C,1.340689049485173,6.251430283564342
13527972081,5,INT:ProduzentE17:C,V,C,1.340689049485173,6.7944756814658485
13527972081,5,INT:ProduzentE20:C,V,C,1.340689049485173,6.822272268874291
13527972081,5,INT:ProduzentE16:C,V,C,2.681378098970346,7.114864298228968
13527972081,5,INT:ProduzentE19:C,V,C,5.362756197940692,7.239718010085769
13527972081,5,INT:ProduzentE15:C,V,C,6.703445247425865,7.442795382876515
13527972081,5,INT:ProduzentE14:C,V,C,6.703445247425865,7.489107643534763
13527972081,5,INT:ProduzentE18:C,V,C,6.703445247425865,7.504810899815222
13527972081,6,INT:KonsumentE0:A,K,A,2.5079161078404453,7.6830225153921505
13527972081,6,INT:KonsumentE1:A,K,A,3.075645507737312,7.720963710814048
13527972081,6,INT:KonsumentE2:A,K,A,6.109894059923175,7.878605633732895
13527972081,6,INT:KonsumentE3:A,K,A,2.319890713052524,7.95493646330731
13527972081,6,INT:KonsumentE4:A,K,A,7.703445247425867,8.01216693920784
13527972081,6,G14A:Agent1,K,A,2.0,12.0
13527972081,6,INT:ProduzentS0:A,V,A,0.6703445247425865,6.993576460087159
13527972081,6,INT:ProduzentE2:A,V,A,0.6703445247425869,7.746793184598398
13527972081,6,INT:ProduzentE6:A,V,A,0.6703445247425865,7.806402804947934
13527972081,6,INT:ProduzentE5:A,V,A,0.6703445247425865,7.809719820404693
13527972081,6,INT:ProduzentE0:A,V,A,0.6703445247425867,7.85153814515899
13527972081,6,INT:ProduzentE3:A,V,A,0.6703445247425868,7.896669118983929
13527972081,6,INT:ProduzentE1:A,V,A,0.6703445247425863,8.007349314503621
13527972081,6,INT:ProduzentE4:A,V,A,2.75598756010793,8.14158800493592
13527972081,6,G14A:Agent1,V,A,3.7489605271417714,12.0
13527972081,6,INT:KonsumentE6:B,K,B,5.911310953837824,5.712094633397399
13527972081,6,INT:KonsumentE5:B,K,B,5.911310953837824,5.782440897805956
13527972081,6,INT:KonsumentE9:B,K,B,7.554784083607757,5.848464235479923
13527972081,6,INT:KonsumentE7:B,K,B,3.657201304172335,5.859390841430251
13527972081,6,INT:KonsumentE8:B,K,B,4.829517611547184,5.877502688211244
13527972081,6,G14A:Agent1,K,B,2.0,8.0
13527972081,6,INT:ProduzentS1:B,V,B,0.6703445247425864,5.076387332586603
13527972081,6,INT:ProduzentE7:B,V,B,0.6703445247425865,5.774815132062101
13527972081,6,INT:ProduzentE8:B,V,B,0.6703445247425864,5.776796771701329
13527972081,6,INT:ProduzentE10:B,V,B,0.6703445247425865,5.784497726594529
13527972081,6,INT:ProduzentE11:B,V,B,0.6703445247425864,5.863279240751074
13527972081,6,INT:ProduzentE9:B,V,B,0.6703445247425865,5.884522972775513
13527972081,6,INT:ProduzentE13:B,V,B,0.6703445247425864,5.904529680533972
13527972081,6,INT:ProduzentE12:B,V,B,4.022067148455519,6.098679621487396
13527972081,6,G25A:Diablo,K,C,1.0,2.999999999999999
13527972081,6,G25A:Diablo,K,C,1.0,3.1999999999999993
13527972081,6,G25A:Diablo,K,C,1.0,3.3999999999999995
13527972081,6,G25A:Diablo,K,C,1.0,3.5999999999999996
13527972081,6,G25A:Diablo,K,C,1.0,3.8
13527972081,6,G25A:Diablo,K,C,1.0,4.0
13527972081,6,INT:KonsumentE10:C,K,C,5.95861799771188,6.716016656102865
13527972081,6,INT:KonsumentE11:C,K,C,5.748220221682593,6.733762707530346
13527972081,6,INT:KonsumentE14:C,K,C,5.390850705626862,6.805087522743558
13527972081,6,INT:KonsumentE13:C,K,C,9.134671724120746,6.844923580109087
13527972081,6,INT:KonsumentE12:C,K,C,5.80567466133985,6.908563527718485
13527972081,6,INT:ProduzentS2:C,V,C,1.340689049485173,6.251430283564342
13527972081,6,INT:ProduzentE20:C,V,C,1.3406890494851726,6.875201503231193
13527972081,6,INT:ProduzentE17:C,V,C,1.340689049485173,6.959535978594233
13527972081,6,INT:ProduzentE16:C,V,C,4.02206714845552,7.157055957017995
13527972081,6,INT:ProduzentE19:C,V,C,6.703445247425865,7.456822217263287
13527972081,6,INT:ProduzentE14:C,V,C,8.044134296911038,7.567369904279235
13527972081,6,INT:ProduzentE15:C,V,C,8.044134296911038,7.588650227268535
13527972081,6,INT:ProduzentE18:C,V,C,8.044134296911038,7.637614436741124
13527972081,7,INT:KonsumentE1:A,K,A,4.19288638230829,7.780151114511157
13527972081,7,INT:KonsumentE2:A,K,A,7.227134934494153,7.840920677146786
13527972081,7,INT:KonsumentE0:A,K,A,3.6251569824114225,7.941444795956312
13527972081,7,INT:KonsumentE4:A,K,A,5.095438492815559,7.948520227567867
13527972081,7,INT:KonsumentE3:A,K,A,3.4371315876235013,7.966242985144746
13527972081,7,G14A:Agent1,K,A,2.0,12.0
13527972081,7,INT:ProduzentS0:A,V,A,0.6703445247425865,6.993576460087159
13527972081,7,INT:ProduzentE0:A,V,A,0.6703445247425864,7.853535764063683
13527972081,7,INT:ProduzentE6:A,V,A,0.6703445247425868,7.944330704479108
13527972081,7,INT:ProduzentE2:A,V,A,0.6703445247425864,7.954403339193337
13527972081,7,INT:ProduzentE5:A,V,A,0.6703445247425868,7.966380312078022
13527972081,7,INT:ProduzentE1:A,V,A,0.6703445247425865,8.010480645694678
13527972081,7,INT:ProduzentE3:A,V,A,0.6703445247425865,8.026277911271222
13527972081,7,INT:ProduzentE4:A,V,A,3.4263320848505163,8.346389183832231
13527972081,7,G14A:Agent1,V,A,3.73458449340964,12.0
13527972081,7,INT:KonsumentE7:B,K,B,4.774442178743313,5.689398835089785
13527972081,7,INT:KonsumentE8:B,K,B,3.576575940154183,5.728018779538628
13527972081,7,INT:KonsumentE6:B,K,B,7.028551828408802,5.771021481787791
13527972081,7,G36A:Reaktion,K,B,50.872058776336694,5.877502688211244
13527972081,7,INT:KonsumentE5:B,K,B,7.028551828408802,5.879074410278875
13527972081,7,INT:KonsumentE9:B,K,B,8.672024958178735,5.9152555621108664
13527972081,7,G14A:Agent1,K,B,2.0,8.0
13527972081,7,INT:ProduzentS1:B,V,B,0.6703445247425864,5.076387332586603
13527972081,7,INT:ProduzentE11:B,V,B,0.6703445247425865,5.789968895804006
13527972081,7,INT:ProduzentE8:B,V,B,0.6703445247425865,5.790814848326757
13527972081,7,INT:ProduzentE10:B,V,B,0.6703445247425862,5.8080037856221525
13527972081,7,INT:ProduzentE13:B,V,B,1.3406890494851729,5.822364661746783
13527972081,7,INT:ProduzentE7:B,V,B,0.6703445247425863,5.842959495557435
13527972081,7,INT:ProduzentE9:B,V,B,1.340689049485173,5.849560994466534
13527972081,7,INT:ProduzentE12:B,V,B,4.692411673198105,6.31208118775082
13527972081,7,G25A:Diablo,K,C,1.0,2.999999999999999
13527972081,7,G25A:Diablo,K,C,1.0,3.1999999999999993
13527972081,7,G25A:Diablo,K,C,1.0,3.3999999999999995
13527972081,7,G25A:Diablo,K,C,1.0,3.5999999999999996
13527972081,7,G25A:Diablo,K,C,1.0,3.8
13527972081,7,G25A:Diablo,K,C,1.0,4.0
13527972081,7,G36A:Reaktion,K,C,43.2797152422658,6.908563527718485
13527972081,7,INT:KonsumentE14:C,K,C,6.880505205054832,7.076870202091128
13527972081,7,INT:KonsumentE12:C,K,C,4.613951061797473,7.124329499557697
13527972081,7,INT:KonsumentE11:C,K,C,7.237874721110563,7.140495687225574
13527972081,7,INT:KonsumentE10:C,K,C,7.4482724971398495,7.275544752194225
13527972081,7,INT:KonsumentE13:C,K,C,10.624326223548714,7.486105548279928
13527972081,7,INT:ProduzentS2:C,V,C,1.340689049485173,6.251430283564342
13527972081,7,INT:ProduzentE19:C,V,C,8.044134296911038,6.806889181805074
13527972081,7,INT:ProduzentE16:C,V,C,5.362756197940692,6.844062591514834
13527972081,7,INT:ProduzentE17:C,V,C,2.681378098970346,6.850475373286626
13527972081,7,INT:ProduzentE20:C,V,C,1.340689049485173,6.850792996898934
13527972081,7,INT:ProduzentE15:C,V,C,9.38482334639621,6.944000346203613
13527972081,7,INT:ProduzentE14:C,V,C,9.38482334639621,6.964302698583882
13527972081,7,INT:ProduzentE18:C,V,C,9.38482334639621,7.076104966779606
13527972081,8,INT:KonsumentE4:A,K,A,6.212679367386537,9.077432567477974
13527972081,8,INT:KonsumentE1:A,K,A,5.310127256879266,9.250120777253667
13527972081,8,INT:KonsumentE0:A,K,A,4.7423978569824,9.259552391477829
13527972081,8,INT:KonsumentE2:A,K,A,8.344375809065129,9.350559897035001
13527972081,8,INT:KonsumentE3:A,K,A,4.554372462194479,9.400799382617215
13527972081,8,G14A:Agent1,K,A,2.0,12.0
13527972081,8,INT:ProduzentS0:A,V,A,1.2275825007552639,6.993576460087159
13527972081,8,INT:ProduzentE1:A,V,A,1.2275825007552639,9.931044257886136
13527972081,8,INT:ProduzentE5:A,V,A,1.227582500755264,9.944778903798728
13527972081,8,INT:ProduzentE0:A,V,A,1.2275825007552639,9.944924291624906
13527972081,8,INT:ProduzentE2:A,V,A,1.2275825007552639,10.00274886996477
13527972081,8,INT:ProduzentE6:A,V,A,1.227582500755264,10.053753355890562
13527972081,8,INT:ProduzentE3:A,V,A,1.2275825007552639,10.108790301689453
13527972081,8,INT:ProduzentE4:A,V,A,3.5185550875760283,10.30188627852181
13527972081,8,G14A:Agent1,V,A,4.928489516073107,12.0
13527972081,8,INT:KonsumentE5:B,K,B,7.527412488083724,5.756188326902774
13527972081,8,INT:KonsumentE9:B,K,B,9.026290928652495,5.792000571986089
